"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie informatique ","Sciences, Technologie, Santé","Génie Informatique ","La branche génie informatique forme des acteurs de la mutation technologique de tous les secteurs de l'economie vers le numérique. ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","DD01 Séminaire développement durable","Développer une culture de l'ingénieur en développement durable. On
s'attachera à y associer systématiquement les approches technologiques et scientifiques des
« génies » aux approches « Sciences Humaines, Sociales et Economiques » pour mieux
intégrer les dimensions environnementales, sociétales et économiques des enjeux soulevés","optionnel","4.0","36.0","NOn indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie informatique ","Sciences, Technologie, Santé","Génie Informatique ","La branche génie informatique forme des acteurs de la mutation technologique de tous les secteurs de l'economie vers le numérique. ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","GE12 Géographie et économie des territoires","éveloppement local, système d'acteurs concret, avantage territorial construit,
open innovation, Responsabilité sociale et environnementale des entreprises, proximité, firme
en réseau","optionnel","4.0","52.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie informatique ","Sciences, Technologie, Santé","Génie Informatique ","La branche génie informatique forme des acteurs de la mutation technologique de tous les secteurs de l'economie vers le numérique. ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","GE23 Transferts de technologies et développements","Sud, transferts de technologies, reverse innovation, politique technologique,
stratégie de la firme, ONG, technologies appropriées, développement durable, empowerment,
coopération et conflit","Optionnel","4.0","52.0","NOn indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - ingénieur mécanique ","Sciences, Technologie, Santé","Mécanique","La branche Ingénierie Mécanique de l'UTC forme des ingénieurs en conception dans les domaines des matériaux, de l'acoustique et vibrations, du desing industriel, de l'assurance qualité, de la mécatronique, robotisation et gestion de projets.","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","DD01 Séminaire développement durable","Développer une culture de l'ingénieur en développement durable. On
s'attachera à y associer systématiquement les approches technologiques et scientifiques des
« génies » aux approches « Sciences Humaines, Sociales et Economiques » pour mieux
intégrer les dimensions environnementales, sociétales et économiques des enjeux soulevés","optionnel","4.0","36.0","NOn indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - ingénieur mécanique ","Sciences, Technologie, Santé","Mécanique","La branche Ingénierie Mécanique de l'UTC forme des ingénieurs en conception dans les domaines des matériaux, de l'acoustique et vibrations, du desing industriel, de l'assurance qualité, de la mécatronique, robotisation et gestion de projets.","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","DD02 Ecoconception des systèmes"," Les préoccupations environnementales sont croissantes au seins de nos
sociétés et il est impératif que le monde industriel en tienne compte. L'UV DD02 doit
permettre au futur ingénieur UTCéen d'appréhender, au même titre que le triptyque Cout
Qualité délais, la dimension environnementale lors de la conception d'un système. Il
disposera des connaissances et compétences pour mener à bien une démarche
d'écoconception.","optionnel","6.0","86.0","NOn indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - ingénieur mécanique ","Sciences, Technologie, Santé","Mécanique","La branche Ingénierie Mécanique de l'UTC forme des ingénieurs en conception dans les domaines des matériaux, de l'acoustique et vibrations, du desing industriel, de l'assurance qualité, de la mécatronique, robotisation et gestion de projets.","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","GE12 Géographie et économie des territoires","éveloppement local, système d'acteurs concret, avantage territorial construit,
open innovation, Responsabilité sociale et environnementale des entreprises, proximité, firme
en réseau","optionnel","4.0","52.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - ingénieur mécanique ","Sciences, Technologie, Santé","Mécanique","La branche Ingénierie Mécanique de l'UTC forme des ingénieurs en conception dans les domaines des matériaux, de l'acoustique et vibrations, du desing industriel, de l'assurance qualité, de la mécatronique, robotisation et gestion de projets.","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","MQ07 Dégradation et protection des matériaux dans leur
environnement"," Rôle de l'environnement dans la dégradation ou l'immunité des matériaux
: différents modes de dégradation, méthodes de mesures et de contrôle, Techniques de
prévision, de prévention et de protection.","optionnel","6.0","74.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - ingénieur mécanique ","Sciences, Technologie, Santé","Mécanique","La branche Ingénierie Mécanique de l'UTC forme des ingénieurs en conception dans les domaines des matériaux, de l'acoustique et vibrations, du desing industriel, de l'assurance qualité, de la mécatronique, robotisation et gestion de projets.","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","PH09 Éthiques : approche pluridisciplinaire","éthique, morale, responsabilité, valeurs, risque, humain","optionnel","4.0","52.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - ingénieur mécanique ","Sciences, Technologie, Santé","Mécanique","La branche Ingénierie Mécanique de l'UTC forme des ingénieurs en conception dans les domaines des matériaux, de l'acoustique et vibrations, du desing industriel, de l'assurance qualité, de la mécatronique, robotisation et gestion de projets.","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","GE23 Transferts de technologies et développements","Sud, transferts de technologies, reverse innovation, politique technologique,
stratégie de la firme, ONG, technologies appropriées, développement durable, empowerment,
coopération et conflit","Optionnel","4.0","52.0","NOn indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - génie des procédés","Sciences, Technologie, Santé","Génie des procédés","La branche Genie des procédés forme des ingénieurs avec des connaissances sur la transformation industrielle des matières premières en produits élaborés. La formation repose sur des connaissances en thermodynamique, mécanique des fluides, phénomènes de transfert, calculs de réacteurs et un maitrise des methodes de calcul et de l'informatique","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","DD01 Séminaire développement durable","Développer une culture de l'ingénieur en développement durable. On
s'attachera à y associer systématiquement les approches technologiques et scientifiques des
« génies » aux approches « Sciences Humaines, Sociales et Economiques » pour mieux
intégrer les dimensions environnementales, sociétales et économiques des enjeux soulevés","optionnel","4.0","36.0","NOn indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - génie des procédés","Sciences, Technologie, Santé","Génie des procédés","La branche Genie des procédés forme des ingénieurs avec des connaissances sur la transformation industrielle des matières premières en produits élaborés. La formation repose sur des connaissances en thermodynamique, mécanique des fluides, phénomènes de transfert, calculs de réacteurs et un maitrise des methodes de calcul et de l'informatique","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","EV02 : Conception de procédés propres","concepts fondamentaux de conception de procédés propres; methodes de quantification d'impacts environnementaux; aspect légaux et réglementaires","Optionnel","6.0","86.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - génie des procédés","Sciences, Technologie, Santé","Génie des procédés","La branche Genie des procédés forme des ingénieurs avec des connaissances sur la transformation industrielle des matières premières en produits élaborés. La formation repose sur des connaissances en thermodynamique, mécanique des fluides, phénomènes de transfert, calculs de réacteurs et un maitrise des methodes de calcul et de l'informatique","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","TF71 Procédés de valorisation de la biomasse"," Le cours concerne les biomasses, leur fractionnement et leurs
transformations dans un objectif de valorisation en matière et en énergie. Les principaux
procédés de biotransformation, de séparation physique et de thermochimie de valorisation de
la biomasse y seront présentés","optionnel","3.0","27.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - génie des procédés","Sciences, Technologie, Santé","Génie des procédés","La branche Genie des procédés forme des ingénieurs avec des connaissances sur la transformation industrielle des matières premières en produits élaborés. La formation repose sur des connaissances en thermodynamique, mécanique des fluides, phénomènes de transfert, calculs de réacteurs et un maitrise des methodes de calcul et de l'informatique","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","EV01 Procédés de traitement des déchets",": caractérisation et analyse des différents milieux constituant notre
environnement (eau, air, sol). Procédés et technologies de traitement des effluents gazeux,
aqueux et déchets","Optionnel","6.0","86.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - génie des procédés","Sciences, Technologie, Santé","Génie des procédés","La branche Genie des procédés forme des ingénieurs avec des connaissances sur la transformation industrielle des matières premières en produits élaborés. La formation repose sur des connaissances en thermodynamique, mécanique des fluides, phénomènes de transfert, calculs de réacteurs et un maitrise des methodes de calcul et de l'informatique","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","GE12 Géographie et économie des territoires","éveloppement local, système d'acteurs concret, avantage territorial construit,
open innovation, Responsabilité sociale et environnementale des entreprises, proximité, firme
en réseau","optionnel","4.0","52.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - génie des procédés","Sciences, Technologie, Santé","Génie des procédés","La branche Genie des procédés forme des ingénieurs avec des connaissances sur la transformation industrielle des matières premières en produits élaborés. La formation repose sur des connaissances en thermodynamique, mécanique des fluides, phénomènes de transfert, calculs de réacteurs et un maitrise des methodes de calcul et de l'informatique","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","PH09 Éthiques : approche pluridisciplinaire","éthique, morale, responsabilité, valeurs, risque, humain","optionnel","4.0","52.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - génie des procédés","Sciences, Technologie, Santé","Génie des procédés","La branche Genie des procédés forme des ingénieurs avec des connaissances sur la transformation industrielle des matières premières en produits élaborés. La formation repose sur des connaissances en thermodynamique, mécanique des fluides, phénomènes de transfert, calculs de réacteurs et un maitrise des methodes de calcul et de l'informatique","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","TS01 Maîtrise des risques","Fournir les principes de base de la maîtrise des risques dans différents
domaines (risque industriel, accident du travail, risque environnemental, risque produit,
gestion de crise et risk-management).","optionnel","6.0","86.0","NOn indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - génie des procédés","Sciences, Technologie, Santé","Génie des procédés","La branche Genie des procédés forme des ingénieurs avec des connaissances sur la transformation industrielle des matières premières en produits élaborés. La formation repose sur des connaissances en thermodynamique, mécanique des fluides, phénomènes de transfert, calculs de réacteurs et un maitrise des methodes de calcul et de l'informatique","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","GE23 Transferts de technologies et développements","Sud, transferts de technologies, reverse innovation, politique technologique,
stratégie de la firme, ONG, technologies appropriées, développement durable, empowerment,
coopération et conflit","Optionnel","4.0","52.0","NOn indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - génie des procédés","Sciences, Technologie, Santé","Génie des procédés","La branche Genie des procédés forme des ingénieurs avec des connaissances sur la transformation industrielle des matières premières en produits élaborés. La formation repose sur des connaissances en thermodynamique, mécanique des fluides, phénomènes de transfert, calculs de réacteurs et un maitrise des methodes de calcul et de l'informatique","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Oui","BA04 Conversion et gestion des énergies renouvelables"," L'UV abordera l'univers des énergies renouvelables. Quelles sources
d'énergies ? Comment les capter, les transformer ? ... Les avantages et les inconvénients des
énergies renouvelables en termes scientifiques, techniques ainsi qu'économiques.","optionel ","6.0","86.0","","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie des systèmes urbains ","Sciences, Technologie, Santé","Génie des systèmes urbains","La branche forme des ingénieurs intervenant de l'echelle du batiment au territoire pour répondre aux problèmes induits par la gestion et le développement des batiments et des villes et par leur insertion dna sle territoire. En plus des méthodes de l'ingénieur, la formation couvre la compréhension des pheonomènes urbains à travers la maitrise des technologies de l'information et de simulation ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","DD01 Séminaire développement durable","Développer une culture de l'ingénieur en développement durable. On
s'attachera à y associer systématiquement les approches technologiques et scientifiques des
« génies » aux approches « Sciences Humaines, Sociales et Economiques » pour mieux
intégrer les dimensions environnementales, sociétales et économiques des enjeux soulevés","optionnel","4.0","36.0","NOn indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie des systèmes urbains ","Sciences, Technologie, Santé","Génie des systèmes urbains","La branche forme des ingénieurs intervenant de l'echelle du batiment au territoire pour répondre aux problèmes induits par la gestion et le développement des batiments et des villes et par leur insertion dna sle territoire. En plus des méthodes de l'ingénieur, la formation couvre la compréhension des pheonomènes urbains à travers la maitrise des technologies de l'information et de simulation ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","EV01 Procédés de traitement des déchets",": caractérisation et analyse des différents milieux constituant notre
environnement (eau, air, sol). Procédés et technologies de traitement des effluents gazeux,
aqueux et déchets","Optionnel","6.0","86.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie des systèmes urbains ","Sciences, Technologie, Santé","Génie des systèmes urbains","La branche forme des ingénieurs intervenant de l'echelle du batiment au territoire pour répondre aux problèmes induits par la gestion et le développement des batiments et des villes et par leur insertion dna sle territoire. En plus des méthodes de l'ingénieur, la formation couvre la compréhension des pheonomènes urbains à travers la maitrise des technologies de l'information et de simulation ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Oui","BA01 Équipements techniques du bâtiment
"," Cette UV traite les équipements techniques d'un bâtiment (installation
électrique, chaud, froid, ventilation, énergies renouvelables intégrées au bâtiment) au travers
des principaux types d'équipements existants, et ceci d'un point de vue fonctionnement,
dimensionnement, coût global, contraintes. Une attention particulière est donnée aux
équipements à base d'énergie renouvelable.","optionnel","6.0","36.0","","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie des systèmes urbains ","Sciences, Technologie, Santé","Génie des systèmes urbains","La branche forme des ingénieurs intervenant de l'echelle du batiment au territoire pour répondre aux problèmes induits par la gestion et le développement des batiments et des villes et par leur insertion dna sle territoire. En plus des méthodes de l'ingénieur, la formation couvre la compréhension des pheonomènes urbains à travers la maitrise des technologies de l'information et de simulation ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","UB06 : Projet urbain","Reglementations liées aux droits de construction, urbanisme et de l'environnement. Identification des enjeux sociétaux, technologiques et environnementaux. Evaluation de l'impact environnemental, sociétal et economique d'un projet sur un territoire. ","Optionnel","6.0","86.0","","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie des systèmes urbains ","Sciences, Technologie, Santé","Génie des systèmes urbains","La branche forme des ingénieurs intervenant de l'echelle du batiment au territoire pour répondre aux problèmes induits par la gestion et le développement des batiments et des villes et par leur insertion dna sle territoire. En plus des méthodes de l'ingénieur, la formation couvre la compréhension des pheonomènes urbains à travers la maitrise des technologies de l'information et de simulation ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Oui","BA04 Conversion et gestion des énergies renouvelables"," L'UV abordera l'univers des énergies renouvelables. Quelles sources
d'énergies ? Comment les capter, les transformer ? ... Les avantages et les inconvénients des
énergies renouvelables en termes scientifiques, techniques ainsi qu'économiques.","optionel ","6.0","86.0","","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie des systèmes urbains ","Sciences, Technologie, Santé","Génie des systèmes urbains","La branche forme des ingénieurs intervenant de l'echelle du batiment au territoire pour répondre aux problèmes induits par la gestion et le développement des batiments et des villes et par leur insertion dna sle territoire. En plus des méthodes de l'ingénieur, la formation couvre la compréhension des pheonomènes urbains à travers la maitrise des technologies de l'information et de simulation ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","GE12 Géographie et économie des territoires","éveloppement local, système d'acteurs concret, avantage territorial construit,
open innovation, Responsabilité sociale et environnementale des entreprises, proximité, firme
en réseau","optionnel","4.0","52.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie des systèmes urbains ","Sciences, Technologie, Santé","Génie des systèmes urbains","La branche forme des ingénieurs intervenant de l'echelle du batiment au territoire pour répondre aux problèmes induits par la gestion et le développement des batiments et des villes et par leur insertion dna sle territoire. En plus des méthodes de l'ingénieur, la formation couvre la compréhension des pheonomènes urbains à travers la maitrise des technologies de l'information et de simulation ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","PH09 Éthiques : approche pluridisciplinaire","éthique, morale, responsabilité, valeurs, risque, humain","optionnel","4.0","52.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie des systèmes urbains ","Sciences, Technologie, Santé","Génie des systèmes urbains","La branche forme des ingénieurs intervenant de l'echelle du batiment au territoire pour répondre aux problèmes induits par la gestion et le développement des batiments et des villes et par leur insertion dna sle territoire. En plus des méthodes de l'ingénieur, la formation couvre la compréhension des pheonomènes urbains à travers la maitrise des technologies de l'information et de simulation ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","UR01 Droit de l'urbanisme, de la construction et de
l'environnement"," permis de construire, marchés publics, droit de l'urbanisme, droit de
l'environnement, droit de la construction, documents d'urbanisme, outils foncier","optionnel","6.0","86.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie des systèmes urbains ","Sciences, Technologie, Santé","Génie des systèmes urbains","La branche forme des ingénieurs intervenant de l'echelle du batiment au territoire pour répondre aux problèmes induits par la gestion et le développement des batiments et des villes et par leur insertion dna sle territoire. En plus des méthodes de l'ingénieur, la formation couvre la compréhension des pheonomènes urbains à travers la maitrise des technologies de l'information et de simulation ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","UR05 Aménagement et environnement","acteurs de l'environnement, réglementation, développement durable, étude
d'impacts, eau, déchets, aide à la décision multicritère, diagnostic territorial","optionnel","6.0","86.0","Non indiqué ","","","1.0"
"Ecole_ingénieurs","Université Technologique de Compiègne","Branche ingénieur - Génie des systèmes urbains ","Sciences, Technologie, Santé","Génie des systèmes urbains","La branche forme des ingénieurs intervenant de l'echelle du batiment au territoire pour répondre aux problèmes induits par la gestion et le développement des batiments et des villes et par leur insertion dna sle territoire. En plus des méthodes de l'ingénieur, la formation couvre la compréhension des pheonomènes urbains à travers la maitrise des technologies de l'information et de simulation ","Bac+2","Bac+5","3.0","180.0","https://www.utc.fr/fileadmin/user_upload/SITE-UTC/documents/Documentations/2018/Guides_UV_2018-19_web.pdf","Oui","Non indiqué","GE23 Transferts de technologies et développements","Sud, transferts de technologies, reverse innovation, politique technologique,
stratégie de la firme, ONG, technologies appropriées, développement durable, empowerment,
coopération et conflit","Optionnel","4.0","52.0","NOn indiqué ","","","1.0"
